market,latitude,longitude,commodity,unit,month,year,price
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,4,2020,225500
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,5,2020,53286
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,5,2020,182143
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,5,2020,232857
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,6,2020,60944
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,6,2020,180556
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,6,2020,229444
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,7,2020,61357
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,7,2020,177857
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,7,2020,215000
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,8,2020,53500
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,8,2020,177500
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,8,2020,215000
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,9,2020,57202
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,9,2020,174524
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,9,2020,225000
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,10,2020,60056
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,10,2020,170000
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,10,2020,220000
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,11,2020,57000
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,11,2020,170000
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,11,2020,220000
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,12,2020,58500
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,12,2020,180000
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,12,2020,220000
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,1,2021,56286
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,1,2021,180000
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,1,2021,220000
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,2,2021,53000
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,2,2021,132500
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,2,2021,220000
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,3,2021,49500
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,3,2021,178889
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,3,2021,215000
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,4,2021,46600
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,4,2021,180000
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,4,2021,214375
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,5,2021,46000
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,5,2021,175000
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,5,2021,210000
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,6,2021,47000
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,6,2021,170000
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,6,2021,210000
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,7,2021,46583
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,7,2021,161667
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,7,2021,210000
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,8,2021,45500
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,8,2021,160000
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,8,2021,210000
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,9,2021,45972
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,9,2021,160000
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,9,2021,198889
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,10,2021,47667
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,10,2021,160000
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,10,2021,190000
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,11,2021,153458
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,12,2021,170188
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,1,2022,170250
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,4,2022,65500
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,4,2022,203056
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,4,2022,212222
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,5,2022,210000
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,5,2022,220000
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,10,2022,125000
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,10,2022,260000
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,10,2022,295000
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,12,2022,118571
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,12,2022,279286
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,12,2022,327143
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,1,2023,107500
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,1,2023,297500
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,1,2023,330000
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,2,2023,113000
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,2,2023,302500
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,2,2023,350000
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,3,2023,117667
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,3,2023,302500
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,3,2023,327500
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,4,2023,120000
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,4,2023,301250
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,4,2023,312500
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,4,2020,58550
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,4,2020,195750
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,4,2020,245000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,5,2020,55857
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,5,2020,171429
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,5,2020,244286
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,6,2020,57375
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,6,2020,160000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,6,2020,240000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,7,2020,66667
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,7,2020,173333
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,7,2020,230000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,8,2020,64167
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,8,2020,163333
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,8,2020,225000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,9,2020,62944
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,9,2020,160000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,9,2020,233889
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,10,2020,69100
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,10,2020,160000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,10,2020,225500
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,11,2020,62208
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,11,2020,165000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,11,2020,223250
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,12,2020,64714
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,12,2020,160714
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,12,2020,221429
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,1,2021,64000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,1,2021,165000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,1,2021,220000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,2,2021,50583
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,2,2021,124167
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,2,2021,230833
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,3,2021,42500
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,3,2021,158889
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,3,2021,204333
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,4,2021,47500
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,4,2021,160000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,4,2021,210000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,5,2021,44333
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,5,2021,155000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,5,2021,210000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,6,2021,42500
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,6,2021,146364
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,6,2021,210000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,7,2021,62833
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,7,2021,141111
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,7,2021,214167
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,8,2021,61167
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,8,2021,150000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,8,2021,223333
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,9,2021,59269
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,9,2021,153846
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,9,2021,225385
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,10,2021,60000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,10,2021,145000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,10,2021,212500
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,11,2021,54611
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,11,2021,163889
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,11,2021,220000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,12,2021,59917
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,12,2021,176250
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,12,2021,246667
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,1,2022,71792
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,1,2022,195833
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,1,2022,223333
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,2,2022,80909
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,2,2022,209091
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,2,2022,220455
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,3,2022,72292
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,3,2022,207083
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,3,2022,231667
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,4,2022,83000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,4,2022,215000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,4,2022,250000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,5,2022,89000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,5,2022,219000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,5,2022,235500
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,6,2022,100222
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,6,2022,218333
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,6,2022,220000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,7,2022,103750
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,7,2022,211563
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,7,2022,233750
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,8,2022,116875
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,12,2022,124636
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,12,2022,273182
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,12,2022,328636
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,1,2023,121923
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,1,2023,292115
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,1,2023,332692
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,2,2023,127083
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,2,2023,295833
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,2,2023,357500
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,3,2023,137292
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,3,2023,299583
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,3,2023,317500
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,4,2023,117833
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,4,2023,297222
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,4,2023,322222
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,5,2023,112500
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,5,2023,285000
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,5,2023,320000
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,4,2020,49825
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,5,2020,43357
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,6,2020,51725
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,7,2020,55375
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,8,2020,51833
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,9,2020,52795
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,10,2020,56400
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,11,2020,53583
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,12,2020,51333
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,1,2021,50450
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,2,2021,46313
Dodoma (Kibaigwa),-6.07828,36.64616,Rice,100 KG,2,2021,56188
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,3,2021,40167
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,4,2021,49333
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,5,2021,49550
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,7,2021,37600
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,8,2021,37962
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,9,2021,40625
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,10,2021,41042
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,11,2021,43250
Dodoma (Kibaigwa),-6.07828,36.64616,Beans,100 KG,11,2021,198750
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,12,2021,52292
Dodoma (Kibaigwa),-6.07828,36.64616,Beans,100 KG,12,2021,190000
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,1,2022,63083
Dodoma (Kibaigwa),-6.07828,36.64616,Beans,100 KG,1,2022,201667
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,2,2022,53864
Dodoma (Kibaigwa),-6.07828,36.64616,Rice,100 KG,2,2022,192727
Dodoma (Kibaigwa),-6.07828,36.64616,Beans,100 KG,2,2022,190000
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,3,2022,51458
Dodoma (Kibaigwa),-6.07828,36.64616,Rice,100 KG,3,2022,187917
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,4,2022,63950
Dodoma (Kibaigwa),-6.07828,36.64616,Rice,100 KG,4,2022,190000
Dodoma (Kibaigwa),-6.07828,36.64616,Beans,100 KG,4,2022,180000
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,5,2022,68194
Dodoma (Kibaigwa),-6.07828,36.64616,Rice,100 KG,5,2022,200000
Dodoma (Kibaigwa),-6.07828,36.64616,Beans,100 KG,5,2022,190000
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,6,2022,79308
Dodoma (Kibaigwa),-6.07828,36.64616,Rice,100 KG,6,2022,214444
Dodoma (Kibaigwa),-6.07828,36.64616,Beans,100 KG,6,2022,194444
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,7,2022,85500
Dodoma (Kibaigwa),-6.07828,36.64616,Rice,100 KG,7,2022,210000
Dodoma (Kibaigwa),-6.07828,36.64616,Beans,100 KG,7,2022,200000
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,9,2022,95000
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,12,2022,110773
Dodoma (Kibaigwa),-6.07828,36.64616,Rice,100 KG,12,2022,280000
Dodoma (Kibaigwa),-6.07828,36.64616,Beans,100 KG,12,2022,297727
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,1,2023,113938
Dodoma (Kibaigwa),-6.07828,36.64616,Rice,100 KG,1,2023,277281
Dodoma (Kibaigwa),-6.07828,36.64616,Beans,100 KG,1,2023,303844
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,2,2023,106000
Dodoma (Kibaigwa),-6.07828,36.64616,Rice,100 KG,2,2023,280000
Dodoma (Kibaigwa),-6.07828,36.64616,Beans,100 KG,2,2023,320000
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,3,2023,107750
Dodoma (Kibaigwa),-6.07828,36.64616,Rice,100 KG,3,2023,346250
Dodoma (Kibaigwa),-6.07828,36.64616,Beans,100 KG,3,2023,280000
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,4,2023,93500
Dodoma (Kibaigwa),-6.07828,36.64616,Rice,100 KG,4,2023,335000
Dodoma (Kibaigwa),-6.07828,36.64616,Beans,100 KG,4,2023,280000
Dodoma (Kibaigwa),-6.07828,36.64616,Maize,100 KG,5,2023,87500
Dodoma (Kibaigwa),-6.07828,36.64616,Rice,100 KG,5,2023,335000
Dodoma (Kibaigwa),-6.07828,36.64616,Beans,100 KG,5,2023,280000
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,1,2006,36107.14
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,1,2006,60500
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,1,2006,76428.57
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,2,2006,36541.67
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,2,2006,65250
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,2,2006,55833.33
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,3,2006,32375
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,3,2006,74653.85
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,3,2006,50020.83
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,4,2006,24727.27
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,4,2006,102142.86
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,4,2006,50545.45
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,5,2006,20907.69
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,5,2006,85125
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,5,2006,50884.62
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,6,2006,21166.67
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,6,2006,89583.33
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,6,2006,55000
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,7,2006,19500
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,7,2006,79772.73
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,7,2006,70000
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,8,2006,17550
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,8,2006,73461.54
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,8,2006,64250
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,9,2006,14687.5
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,9,2006,76666.67
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,9,2006,46250
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,10,2006,15430
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,10,2006,73000
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,11,2006,15875
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,11,2006,78500
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,12,2006,16130
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,12,2006,77500
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,1,2007,14500
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,1,2007,76800
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,1,2007,59700
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,2,2007,14000
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,2,2007,69000
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,2,2007,50800
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,3,2007,13700
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,3,2007,69400
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,3,2007,50800
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,4,2007,13600
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,4,2007,69200
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,4,2007,41900
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,5,2007,12200
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,5,2007,62000
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,5,2007,38100
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,6,2007,12100
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,6,2007,54800
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,6,2007,50600
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,7,2007,12500
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,7,2007,54900
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,7,2007,53400
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,8,2007,12800
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,8,2007,52600
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,8,2007,54000
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,9,2007,15200
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,9,2007,54200
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,9,2007,55200
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,10,2007,18200
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,10,2007,60600
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,10,2007,81700
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,11,2007,20700
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,11,2007,67000
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,11,2007,64400
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,12,2007,24700
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,12,2007,65300
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,1,2008,37300
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,1,2008,86100
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,1,2008,102000
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,2,2008,36400
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,2,2008,85500
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,2,2008,84800
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,3,2008,35200
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,3,2008,81700
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,3,2008,80500
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,4,2008,36600
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,4,2008,92400
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,4,2008,86700
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,5,2008,32700
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,5,2008,88300
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,5,2008,86100
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,6,2008,30000
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,6,2008,102500
Dodoma (Majengo),-7.29067,36.340375,Beans,100 KG,6,2008,93072.22
Dodoma (Majengo),-7.29067,36.340375,Maize,100 KG,7,2008,29659.09
Dodoma (Majengo),-7.29067,36.340375,Rice,100 KG,7,2008,88195.45
