market,latitude,longitude,commodity,unit,month,year,price
Arusha (urban),-3.366667,36.683333,Maize,100 KG,1,2006,38464.29
Arusha (urban),-3.366667,36.683333,Rice,100 KG,1,2006,63227.27
Arusha (urban),-3.366667,36.683333,Beans,100 KG,1,2006,80714.29
Arusha (urban),-3.366667,36.683333,Maize,100 KG,2,2006,34833.33
Arusha (urban),-3.366667,36.683333,Rice,100 KG,2,2006,72727.27
Arusha (urban),-3.366667,36.683333,Beans,100 KG,2,2006,65083.33
Arusha (urban),-3.366667,36.683333,Maize,100 KG,3,2006,31000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,3,2006,81961.54
Arusha (urban),-3.366667,36.683333,Beans,100 KG,3,2006,46875
Arusha (urban),-3.366667,36.683333,Maize,100 KG,4,2006,20545.45
Arusha (urban),-3.366667,36.683333,Rice,100 KG,4,2006,73785.71
Arusha (urban),-3.366667,36.683333,Beans,100 KG,4,2006,49136.36
Arusha (urban),-3.366667,36.683333,Maize,100 KG,5,2006,18461.54
Arusha (urban),-3.366667,36.683333,Rice,100 KG,5,2006,106375
Arusha (urban),-3.366667,36.683333,Beans,100 KG,5,2006,52346.15
Arusha (urban),-3.366667,36.683333,Maize,100 KG,6,2006,18166.67
Arusha (urban),-3.366667,36.683333,Rice,100 KG,6,2006,77791.67
Arusha (urban),-3.366667,36.683333,Beans,100 KG,6,2006,56375
Arusha (urban),-3.366667,36.683333,Maize,100 KG,7,2006,18333.33
Arusha (urban),-3.366667,36.683333,Rice,100 KG,7,2006,72318.18
Arusha (urban),-3.366667,36.683333,Beans,100 KG,7,2006,57000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,8,2006,17000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,8,2006,74423.08
Arusha (urban),-3.366667,36.683333,Beans,100 KG,8,2006,52000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,9,2006,15000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,9,2006,71916.67
Arusha (urban),-3.366667,36.683333,Beans,100 KG,9,2006,49187.5
Arusha (urban),-3.366667,36.683333,Maize,100 KG,10,2006,15700
Arusha (urban),-3.366667,36.683333,Rice,100 KG,10,2006,79562.5
Arusha (urban),-3.366667,36.683333,Beans,100 KG,10,2006,51010
Arusha (urban),-3.366667,36.683333,Maize,100 KG,11,2006,16200
Arusha (urban),-3.366667,36.683333,Rice,100 KG,11,2006,74450
Arusha (urban),-3.366667,36.683333,Beans,100 KG,11,2006,50890
Arusha (urban),-3.366667,36.683333,Maize,100 KG,12,2006,17580
Arusha (urban),-3.366667,36.683333,Rice,100 KG,12,2006,68687.5
Arusha (urban),-3.366667,36.683333,Beans,100 KG,12,2006,50150
Arusha (urban),-3.366667,36.683333,Maize,100 KG,1,2007,20100
Arusha (urban),-3.366667,36.683333,Rice,100 KG,1,2007,73000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,1,2007,55200
Arusha (urban),-3.366667,36.683333,Maize,100 KG,2,2007,21400
Arusha (urban),-3.366667,36.683333,Rice,100 KG,2,2007,65500
Arusha (urban),-3.366667,36.683333,Beans,100 KG,2,2007,55300
Arusha (urban),-3.366667,36.683333,Maize,100 KG,3,2007,19600
Arusha (urban),-3.366667,36.683333,Rice,100 KG,3,2007,64600
Arusha (urban),-3.366667,36.683333,Beans,100 KG,3,2007,51400
Arusha (urban),-3.366667,36.683333,Maize,100 KG,4,2007,17500
Arusha (urban),-3.366667,36.683333,Rice,100 KG,4,2007,64000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,4,2007,55600
Arusha (urban),-3.366667,36.683333,Maize,100 KG,5,2007,17100
Arusha (urban),-3.366667,36.683333,Rice,100 KG,5,2007,57500
Arusha (urban),-3.366667,36.683333,Beans,100 KG,5,2007,52000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,6,2007,27978
Arusha (urban),-3.366667,36.683333,Rice,100 KG,6,2007,55600
Arusha (urban),-3.366667,36.683333,Beans,100 KG,6,2007,52400
Arusha (urban),-3.366667,36.683333,Maize,100 KG,7,2007,13800
Arusha (urban),-3.366667,36.683333,Rice,100 KG,7,2007,57700
Arusha (urban),-3.366667,36.683333,Beans,100 KG,7,2007,51900
Arusha (urban),-3.366667,36.683333,Maize,100 KG,8,2007,15300
Arusha (urban),-3.366667,36.683333,Rice,100 KG,8,2007,58600
Arusha (urban),-3.366667,36.683333,Beans,100 KG,8,2007,55900
Arusha (urban),-3.366667,36.683333,Maize,100 KG,9,2007,17300
Arusha (urban),-3.366667,36.683333,Rice,100 KG,9,2007,53300
Arusha (urban),-3.366667,36.683333,Beans,100 KG,9,2007,53300
Arusha (urban),-3.366667,36.683333,Maize,100 KG,10,2007,17800
Arusha (urban),-3.366667,36.683333,Rice,100 KG,10,2007,58900
Arusha (urban),-3.366667,36.683333,Beans,100 KG,10,2007,55800
Arusha (urban),-3.366667,36.683333,Maize,100 KG,11,2007,20400
Arusha (urban),-3.366667,36.683333,Rice,100 KG,11,2007,62500
Arusha (urban),-3.366667,36.683333,Beans,100 KG,11,2007,57700
Arusha (urban),-3.366667,36.683333,Maize,100 KG,12,2007,24500
Arusha (urban),-3.366667,36.683333,Rice,100 KG,12,2007,63400
Arusha (urban),-3.366667,36.683333,Beans,100 KG,12,2007,67700
Arusha (urban),-3.366667,36.683333,Maize,100 KG,1,2008,32400
Arusha (urban),-3.366667,36.683333,Rice,100 KG,1,2008,75300
Arusha (urban),-3.366667,36.683333,Beans,100 KG,1,2008,99200
Arusha (urban),-3.366667,36.683333,Maize,100 KG,2,2008,35600
Arusha (urban),-3.366667,36.683333,Rice,100 KG,2,2008,70300
Arusha (urban),-3.366667,36.683333,Beans,100 KG,2,2008,87100
Arusha (urban),-3.366667,36.683333,Maize,100 KG,3,2008,29600
Arusha (urban),-3.366667,36.683333,Rice,100 KG,3,2008,84000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,3,2008,98900
Arusha (urban),-3.366667,36.683333,Maize,100 KG,4,2008,31400
Arusha (urban),-3.366667,36.683333,Rice,100 KG,4,2008,82500
Arusha (urban),-3.366667,36.683333,Beans,100 KG,4,2008,86700
Arusha (urban),-3.366667,36.683333,Maize,100 KG,5,2008,29500
Arusha (urban),-3.366667,36.683333,Rice,100 KG,5,2008,82700
Arusha (urban),-3.366667,36.683333,Beans,100 KG,5,2008,76700
Arusha (urban),-3.366667,36.683333,Maize,100 KG,6,2008,33500
Arusha (urban),-3.366667,36.683333,Rice,100 KG,6,2008,86577
Arusha (urban),-3.366667,36.683333,Beans,100 KG,6,2008,84800
Arusha (urban),-3.366667,36.683333,Maize,100 KG,7,2008,30545.45
Arusha (urban),-3.366667,36.683333,Rice,100 KG,7,2008,92863.64
Arusha (urban),-3.366667,36.683333,Beans,100 KG,7,2008,86818.18
Arusha (urban),-3.366667,36.683333,Maize,100 KG,8,2008,30000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,8,2008,105000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,8,2008,87500
Arusha (urban),-3.366667,36.683333,Maize,100 KG,9,2008,30000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,9,2008,97500
Arusha (urban),-3.366667,36.683333,Beans,100 KG,9,2008,87500
Arusha (urban),-3.366667,36.683333,Maize,100 KG,10,2008,25000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,10,2008,99000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,10,2008,89000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,11,2008,34091
Arusha (urban),-3.366667,36.683333,Rice,100 KG,11,2008,110455
Arusha (urban),-3.366667,36.683333,Beans,100 KG,11,2008,93864
Arusha (urban),-3.366667,36.683333,Maize,100 KG,12,2008,39000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,12,2008,110000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,12,2008,100000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,1,2009,39000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,1,2009,120000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,1,2009,120000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,2,2009,45000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,2,2009,130000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,2,2009,102000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,3,2009,45000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,3,2009,130000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,3,2009,130000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,4,2009,41000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,4,2009,115500
Arusha (urban),-3.366667,36.683333,Beans,100 KG,4,2009,103200
Arusha (urban),-3.366667,36.683333,Maize,100 KG,5,2009,42357.14
Arusha (urban),-3.366667,36.683333,Rice,100 KG,5,2009,108357.14
Arusha (urban),-3.366667,36.683333,Beans,100 KG,5,2009,99071.43
Arusha (urban),-3.366667,36.683333,Maize,100 KG,6,2009,39000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,6,2009,113750
Arusha (urban),-3.366667,36.683333,Beans,100 KG,6,2009,106666.67
Arusha (urban),-3.366667,36.683333,Maize,100 KG,7,2009,39000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,7,2009,105000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,8,2009,38000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,8,2009,110000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,8,2009,100000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,9,2009,38000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,9,2009,110000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,10,2009,40000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,10,2009,107000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,11,2009,42000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,11,2009,113000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,12,2009,44000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,12,2009,110000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,1,2010,43000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,1,2010,130000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,2,2010,45000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,2,2010,130000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,3,2010,38000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,3,2010,125000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,4,2010,33000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,4,2010,108000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,5,2010,34000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,5,2010,105000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,6,2010,25000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,6,2010,95000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,7,2010,26000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,7,2010,95000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,8,2010,25000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,8,2010,95000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,9,2010,26625
Arusha (urban),-3.366667,36.683333,Rice,100 KG,9,2010,95000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,10,2010,26769
Arusha (urban),-3.366667,36.683333,Rice,100 KG,10,2010,100000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,11,2010,29200
Arusha (urban),-3.366667,36.683333,Rice,100 KG,11,2010,103000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,12,2010,30857
Arusha (urban),-3.366667,36.683333,Rice,100 KG,12,2010,93643
Arusha (urban),-3.366667,36.683333,Maize,100 KG,1,2011,31083
Arusha (urban),-3.366667,36.683333,Rice,100 KG,1,2011,117917
Arusha (urban),-3.366667,36.683333,Beans,100 KG,1,2011,96875
Arusha (urban),-3.366667,36.683333,Maize,100 KG,2,2011,29178
Arusha (urban),-3.366667,36.683333,Rice,100 KG,2,2011,109450
Arusha (urban),-3.366667,36.683333,Beans,100 KG,2,2011,100755
Arusha (urban),-3.366667,36.683333,Maize,100 KG,3,2011,36566.6
Arusha (urban),-3.366667,36.683333,Rice,100 KG,3,2011,112666.6
Arusha (urban),-3.366667,36.683333,Beans,100 KG,3,2011,106750
Arusha (urban),-3.366667,36.683333,Maize,100 KG,4,2011,40000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,4,2011,125000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,4,2011,121250
Arusha (urban),-3.366667,36.683333,Maize,100 KG,5,2011,43000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,5,2011,135000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,5,2011,122500
Arusha (urban),-3.366667,36.683333,Maize,100 KG,6,2011,50500
Arusha (urban),-3.366667,36.683333,Rice,100 KG,6,2011,130000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,6,2011,120000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,7,2011,49636
Arusha (urban),-3.366667,36.683333,Rice,100 KG,7,2011,130000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,7,2011,106000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,8,2011,43778
Arusha (urban),-3.366667,36.683333,Rice,100 KG,8,2011,134444
Arusha (urban),-3.366667,36.683333,Beans,100 KG,8,2011,107222
Arusha (urban),-3.366667,36.683333,Maize,100 KG,9,2011,43167
Arusha (urban),-3.366667,36.683333,Rice,100 KG,9,2011,142778
Arusha (urban),-3.366667,36.683333,Beans,100 KG,9,2011,121667
Arusha (urban),-3.366667,36.683333,Maize,100 KG,10,2011,40250
Arusha (urban),-3.366667,36.683333,Rice,100 KG,10,2011,151458
Arusha (urban),-3.366667,36.683333,Beans,100 KG,10,2011,107083
Arusha (urban),-3.366667,36.683333,Maize,100 KG,11,2011,39846
Arusha (urban),-3.366667,36.683333,Rice,100 KG,11,2011,156923
Arusha (urban),-3.366667,36.683333,Beans,100 KG,11,2011,117885
Arusha (urban),-3.366667,36.683333,Maize,100 KG,12,2011,42000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,12,2011,158571
Arusha (urban),-3.366667,36.683333,Maize,100 KG,1,2012,44500
Arusha (urban),-3.366667,36.683333,Rice,100 KG,1,2012,165962
Arusha (urban),-3.366667,36.683333,Beans,100 KG,1,2012,137308
Arusha (urban),-3.366667,36.683333,Maize,100 KG,2,2012,41654
Arusha (urban),-3.366667,36.683333,Rice,100 KG,2,2012,167115
Arusha (urban),-3.366667,36.683333,Beans,100 KG,2,2012,186154
Arusha (urban),-3.366667,36.683333,Maize,100 KG,3,2012,45278
Arusha (urban),-3.366667,36.683333,Rice,100 KG,3,2012,183889
Arusha (urban),-3.366667,36.683333,Beans,100 KG,3,2012,140000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,4,2012,51727
Arusha (urban),-3.366667,36.683333,Rice,100 KG,4,2012,194091
Arusha (urban),-3.366667,36.683333,Beans,100 KG,4,2012,128273
Arusha (urban),-3.366667,36.683333,Maize,100 KG,5,2012,58885
Arusha (urban),-3.366667,36.683333,Rice,100 KG,5,2012,183462
Arusha (urban),-3.366667,36.683333,Beans,100 KG,5,2012,178346
Arusha (urban),-3.366667,36.683333,Maize,100 KG,6,2012,51000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,6,2012,161500
Arusha (urban),-3.366667,36.683333,Beans,100 KG,6,2012,133500
Arusha (urban),-3.366667,36.683333,Maize,100 KG,7,2012,54000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,7,2012,145577
Arusha (urban),-3.366667,36.683333,Beans,100 KG,7,2012,116154
Arusha (urban),-3.366667,36.683333,Maize,100 KG,8,2012,53350
Arusha (urban),-3.366667,36.683333,Rice,100 KG,8,2012,148000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,8,2012,103750
Arusha (urban),-3.366667,36.683333,Maize,100 KG,9,2012,54000
Arusha (urban),-3.366667,36.683333,Rice,100 KG,9,2012,153750
Arusha (urban),-3.366667,36.683333,Beans,100 KG,9,2012,105625
Arusha (urban),-3.366667,36.683333,Maize,100 KG,10,2012,56700
Arusha (urban),-3.366667,36.683333,Rice,100 KG,10,2012,160000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,10,2012,114000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,11,2012,61833
Arusha (urban),-3.366667,36.683333,Rice,100 KG,11,2012,163333
Arusha (urban),-3.366667,36.683333,Beans,100 KG,11,2012,122000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,12,2012,67944.44
Arusha (urban),-3.366667,36.683333,Rice,100 KG,12,2012,172500
Arusha (urban),-3.366667,36.683333,Beans,100 KG,12,2012,116111.11
Arusha (urban),-3.366667,36.683333,Maize,100 KG,1,2013,70050
Arusha (urban),-3.366667,36.683333,Rice,100 KG,1,2013,186500
Arusha (urban),-3.366667,36.683333,Beans,100 KG,1,2013,126250
Arusha (urban),-3.366667,36.683333,Maize,100 KG,2,2013,71409.09
Arusha (urban),-3.366667,36.683333,Rice,100 KG,2,2013,170909.09
Arusha (urban),-3.366667,36.683333,Beans,100 KG,2,2013,96818.18
Arusha (urban),-3.366667,36.683333,Maize,100 KG,3,2013,69750
Arusha (urban),-3.366667,36.683333,Rice,100 KG,3,2013,173750
Arusha (urban),-3.366667,36.683333,Beans,100 KG,3,2013,105416.5
Arusha (urban),-3.366667,36.683333,Maize,100 KG,4,2013,67916.75
Arusha (urban),-3.366667,36.683333,Rice,100 KG,4,2013,167500
Arusha (urban),-3.366667,36.683333,Beans,100 KG,4,2013,120520.75
Arusha (urban),-3.366667,36.683333,Maize,100 KG,5,2013,56333.4
Arusha (urban),-3.366667,36.683333,Rice,100 KG,5,2013,158000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,5,2013,117633.2
Arusha (urban),-3.366667,36.683333,Maize,100 KG,6,2013,47194.33
Arusha (urban),-3.366667,36.683333,Rice,100 KG,6,2013,133889
Arusha (urban),-3.366667,36.683333,Beans,100 KG,6,2013,112222.33
Arusha (urban),-3.366667,36.683333,Maize,100 KG,7,2013,49750.25
Arusha (urban),-3.366667,36.683333,Rice,100 KG,7,2013,130000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,7,2013,110208.5
Arusha (urban),-3.366667,36.683333,Maize,100 KG,8,2013,51222.17
Arusha (urban),-3.366667,36.683333,Rice,100 KG,8,2013,134166.67
Arusha (urban),-3.366667,36.683333,Beans,100 KG,8,2013,110513.83
Arusha (urban),-3.366667,36.683333,Maize,100 KG,9,2013,50791.75
Arusha (urban),-3.366667,36.683333,Rice,100 KG,9,2013,130000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,9,2013,113958.25
Arusha (urban),-3.366667,36.683333,Maize,100 KG,10,2013,52021
Arusha (urban),-3.366667,36.683333,Rice,100 KG,10,2013,130000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,10,2013,121833.25
Arusha (urban),-3.366667,36.683333,Maize,100 KG,11,2013,50916.75
Arusha (urban),-3.366667,36.683333,Rice,100 KG,11,2013,130000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,11,2013,126875
Arusha (urban),-3.366667,36.683333,Maize,100 KG,12,2013,51937.5
Arusha (urban),-3.366667,36.683333,Rice,100 KG,12,2013,128333.25
Arusha (urban),-3.366667,36.683333,Beans,100 KG,12,2013,136958.25
Arusha (urban),-3.366667,36.683333,Maize,100 KG,1,2014,50208.25
Arusha (urban),-3.366667,36.683333,Rice,100 KG,1,2014,130000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,1,2014,132500
Arusha (urban),-3.366667,36.683333,Maize,100 KG,2,2014,50250
Arusha (urban),-3.366667,36.683333,Rice,100 KG,2,2014,130000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,2,2014,132625
Arusha (urban),-3.366667,36.683333,Maize,100 KG,3,2014,49750
Arusha (urban),-3.366667,36.683333,Rice,100 KG,3,2014,130000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,3,2014,146875
Arusha (urban),-3.366667,36.683333,Maize,100 KG,4,2014,50400
Arusha (urban),-3.366667,36.683333,Rice,100 KG,4,2014,130000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,4,2014,136500
Arusha (urban),-3.366667,36.683333,Maize,100 KG,5,2014,53653.85
Arusha (urban),-3.366667,36.683333,Rice,100 KG,5,2014,133846.15
Arusha (urban),-3.366667,36.683333,Beans,100 KG,5,2014,144615.38
Arusha (urban),-3.366667,36.683333,Maize,100 KG,6,2014,49166.75
Arusha (urban),-3.366667,36.683333,Rice,100 KG,6,2014,129166.75
Arusha (urban),-3.366667,36.683333,Beans,100 KG,6,2014,133125
Arusha (urban),-3.366667,36.683333,Maize,100 KG,7,2014,45227
Arusha (urban),-3.366667,36.683333,Rice,100 KG,7,2014,135000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,7,2014,127955
Arusha (urban),-3.366667,36.683333,Maize,100 KG,8,2014,40458
Arusha (urban),-3.366667,36.683333,Rice,100 KG,8,2014,127083
Arusha (urban),-3.366667,36.683333,Beans,100 KG,8,2014,127917
Arusha (urban),-3.366667,36.683333,Maize,100 KG,9,2014,38577
Arusha (urban),-3.366667,36.683333,Rice,100 KG,9,2014,128846
Arusha (urban),-3.366667,36.683333,Beans,100 KG,9,2014,137885
Arusha (urban),-3.366667,36.683333,Maize,100 KG,11,2014,36250
Arusha (urban),-3.366667,36.683333,Rice,100 KG,11,2014,131071
Arusha (urban),-3.366667,36.683333,Beans,100 KG,11,2014,136786
Arusha (urban),-3.366667,36.683333,Maize,100 KG,12,2014,35712
Arusha (urban),-3.366667,36.683333,Rice,100 KG,12,2014,143846
Arusha (urban),-3.366667,36.683333,Beans,100 KG,12,2014,149423
Arusha (urban),-3.366667,36.683333,Maize,100 KG,1,2015,36521
Arusha (urban),-3.366667,36.683333,Rice,100 KG,1,2015,150625
Arusha (urban),-3.366667,36.683333,Beans,100 KG,1,2015,162083
Arusha (urban),-3.366667,36.683333,Maize,100 KG,2,2015,35500
Arusha (urban),-3.366667,36.683333,Rice,100 KG,2,2015,150000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,2,2015,161250
Arusha (urban),-3.366667,36.683333,Maize,100 KG,3,2015,40167
Arusha (urban),-3.366667,36.683333,Rice,100 KG,3,2015,156250
Arusha (urban),-3.366667,36.683333,Beans,100 KG,3,2015,151458
Arusha (urban),-3.366667,36.683333,Maize,100 KG,4,2015,52909
Arusha (urban),-3.366667,36.683333,Rice,100 KG,4,2015,159455
Arusha (urban),-3.366667,36.683333,Beans,100 KG,4,2015,157955
Arusha (urban),-3.366667,36.683333,Maize,100 KG,5,2015,52563
Arusha (urban),-3.366667,36.683333,Rice,100 KG,5,2015,175000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,5,2015,171875
Arusha (urban),-3.366667,36.683333,Maize,100 KG,6,2015,55083
Arusha (urban),-3.366667,36.683333,Rice,100 KG,6,2015,171667
Arusha (urban),-3.366667,36.683333,Beans,100 KG,6,2015,174167
Arusha (urban),-3.366667,36.683333,Maize,100 KG,7,2015,58964
Arusha (urban),-3.366667,36.683333,Rice,100 KG,7,2015,169345
Arusha (urban),-3.366667,36.683333,Beans,100 KG,7,2015,138897
Arusha (urban),-3.366667,36.683333,Maize,100 KG,8,2015,71455
Arusha (urban),-3.366667,36.683333,Rice,100 KG,8,2015,159470
Arusha (urban),-3.366667,36.683333,Beans,100 KG,8,2015,130540
Arusha (urban),-3.366667,36.683333,Maize,100 KG,9,2015,67402
Arusha (urban),-3.366667,36.683333,Rice,100 KG,9,2015,162803
Arusha (urban),-3.366667,36.683333,Beans,100 KG,9,2015,136800
Arusha (urban),-3.366667,36.683333,Maize,100 KG,10,2015,60883
Arusha (urban),-3.366667,36.683333,Rice,100 KG,10,2015,170333
Arusha (urban),-3.366667,36.683333,Beans,100 KG,10,2015,145063
Arusha (urban),-3.366667,36.683333,Maize,100 KG,11,2015,66731
Arusha (urban),-3.366667,36.683333,Rice,100 KG,11,2015,182212
Arusha (urban),-3.366667,36.683333,Beans,100 KG,11,2015,170128
Arusha (urban),-3.366667,36.683333,Maize,100 KG,12,2015,69600
Arusha (urban),-3.366667,36.683333,Rice,100 KG,12,2015,174000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,12,2015,161000
Arusha (urban),-3.366667,36.683333,Maize,100 KG,1,2016,70515
Arusha (urban),-3.366667,36.683333,Rice,100 KG,1,2016,158859
Arusha (urban),-3.366667,36.683333,Beans,100 KG,1,2016,168208
Arusha (urban),-3.366667,36.683333,Maize,100 KG,2,2016,66277.78
Arusha (urban),-3.366667,36.683333,Rice,100 KG,2,2016,185277.78
Arusha (urban),-3.366667,36.683333,Beans,100 KG,2,2016,143055.56
Arusha (urban),-3.366667,36.683333,Maize,100 KG,3,2016,59908
Arusha (urban),-3.366667,36.683333,Rice,100 KG,3,2016,185250
Arusha (urban),-3.366667,36.683333,Beans,100 KG,3,2016,131617
Arusha (urban),-3.366667,36.683333,Maize,100 KG,4,2016,54612
Arusha (urban),-3.366667,36.683333,Rice,100 KG,4,2016,168846
Arusha (urban),-3.366667,36.683333,Beans,100 KG,4,2016,124833
Arusha (urban),-3.366667,36.683333,Maize,100 KG,5,2016,47955
Arusha (urban),-3.366667,36.683333,Rice,100 KG,5,2016,161515
Arusha (urban),-3.366667,36.683333,Beans,100 KG,5,2016,131970
Arusha (urban),-3.366667,36.683333,Maize,100 KG,6,2016,50972
Arusha (urban),-3.366667,36.683333,Rice,100 KG,6,2016,158194
Arusha (urban),-3.366667,36.683333,Beans,100 KG,6,2016,122472
Arusha (urban),-3.366667,36.683333,Maize,100 KG,7,2016,52188
Arusha (urban),-3.366667,36.683333,Rice,100 KG,7,2016,163146
Arusha (urban),-3.366667,36.683333,Beans,100 KG,7,2016,133035
Arusha (urban),-3.366667,36.683333,Maize,100 KG,8,2016,49625
Arusha (urban),-3.366667,36.683333,Rice,100 KG,8,2016,164167
Arusha (urban),-3.366667,36.683333,Beans,100 KG,8,2016,137660
Arusha (urban),-3.366667,36.683333,Maize,100 KG,9,2016,51514
Arusha (urban),-3.366667,36.683333,Rice,100 KG,9,2016,160451
Arusha (urban),-3.366667,36.683333,Beans,100 KG,9,2016,151354
Arusha (urban),-3.366667,36.683333,Maize,100 KG,10,2016,59674
Arusha (urban),-3.366667,36.683333,Rice,100 KG,10,2016,159410
Arusha (urban),-3.366667,36.683333,Beans,100 KG,10,2016,153299
Arusha (urban),-3.366667,36.683333,Maize,100 KG,11,2016,67389
Arusha (urban),-3.366667,36.683333,Rice,100 KG,11,2016,162708
Arusha (urban),-3.366667,36.683333,Beans,100 KG,11,2016,152882
Arusha (urban),-3.366667,36.683333,Maize,100 KG,12,2016,77381
Arusha (urban),-3.366667,36.683333,Rice,100 KG,12,2016,156845
Arusha (urban),-3.366667,36.683333,Beans,100 KG,12,2016,155952
Arusha (urban),-3.366667,36.683333,Maize,100 KG,1,2017,97833.33
Arusha (urban),-3.366667,36.683333,Rice,100 KG,1,2017,165000
Arusha (urban),-3.366667,36.683333,Beans,100 KG,1,2017,176875
Arusha (urban),-3.366667,36.683333,Maize,100 KG,2,2017,96833.33
Arusha (urban),-3.366667,36.683333,Rice,100 KG,2,2017,168750
Arusha (urban),-3.366667,36.683333,Beans,100 KG,2,2017,168750
Arusha (urban),-3.366667,36.683333,Maize,100 KG,3,2017,99136.36
Arusha (urban),-3.366667,36.683333,Rice,100 KG,3,2017,162954.55
Arusha (urban),-3.366667,36.683333,Beans,100 KG,3,2017,186250
